"query_id","query","query_run","passage_id","passage","generated_answer"
"Q003","Sinh viên mới vào học nên theo thứ tự học những môn nền tảng nào trong hai năm đầu để có nền tảng vững về lập trình, cấu trúc dữ liệu, hệ điều hành và kiến trúc máy tính?","1","[3]","Sinh viên tốt nghiệp chương trình đào tạo Cử nhân chính quy ngành Công nghệ thông tin Việt – Nhật phải đáp ứng các yêu cầu về chuẩn đầu ra (CĐR) sau:
− (LO1) Nắm vững kiến thức nền tảng về khoa học tự nhiên, khoa học xã hội và hiểu khả năng vận dụng những kiến thức đó vào ngành Công nghệ thông tin và thực tiễn (abet 3.1).
− (LO2) Nắm vững kiến thức nền tảng và một số kiến thức chuyên sâu của ngành Công nghệ thông tin để ứng dụng vào thực tiễn (abet 3.2, gac 2.b).",""
"Q003","Sinh viên mới vào học nên theo thứ tự học những môn nền tảng nào trong hai năm đầu để có nền tảng vững về lập trình, cấu trúc dữ liệu, hệ điều hành và kiến trúc máy tính?","1","[4]","| **2**   | **(LO2)** **Kiến thức nền tảng và chuyên sâu ngành HTTT**                                                                                          |
| 2.1     | Kiến thức kiến trúc máy tính                                                                                                                       |
| 2.2     | Kiến thức hệ điều hành                                                                                                                             |",""
"Q003","Sinh viên mới vào học nên theo thứ tự học những môn nền tảng nào trong hai năm đầu để có nền tảng vững về lập trình, cấu trúc dữ liệu, hệ điều hành và kiến trúc máy tính?","1","[5]","| PO1          | Có kiến thức nền tảng vững vàng về khoa học máy tính và chuyên sâu về Trí tuệ nhân tạo.                                                                                                                                                                                          |",""
"Q004","Nếu em muốn theo hướng Hệ thống nhúng/IoT thì yêu cầu học những môn gì và kế hoạch ra sao?","1","[1]","Chương trình Cử nhân Công nghệ Thông tin đào tạo những cử nhân ngành Công nghệ thông tin nắm vững các kiến thức cơ bản và chuyên môn sâu về công nghệ thông tin (CNTT); đáp ứng các yêu cầu về nghiên cứu phát triển và ứng dụng công nghệ thông tin của xã hội; có năng lực tham mưu, tư vấn và có khả năng tổ chức thực hiện nhiệm vụ với tư cách của một chuyên viên trong lĩnh vực CNTT. CTĐT định hướng đến việc giúp người học hoàn thiện các kiến thức, kỹ năng đạt trình độ cử nhân từ cấp độ cao đẳng. Bên","Dựa trên ngữ cảnh được cung cấp, để theo hướng Hệ thống nhúng/IoT trong chương trình Cử nhân Công nghệ Thông tin, sinh viên sẽ được yêu cầu học các môn thuộc **Nhóm môn học định hướng Hệ thống nhúng và IoT**.

**Bảng tổng hợp (dựa trên thông tin trong ngữ cảnh):**

| Nhóm môn học                               |
| ------------------------------------------ |
| Hệ thống nhúng và IoT                      |
| *Lưu ý:*  Ngữ cảnh hiện tại chưa cung cấp danh sách cụ thể các môn học thuộc nhóm này.  Thông tin này cần được tìm hiểu thêm từ các nguồn chính thức của chương trình Cử nhân Công nghệ Thông tin tại UIT."
"Q004","Nếu em muốn theo hướng Hệ thống nhúng/IoT thì yêu cầu học những môn gì và kế hoạch ra sao?","1","[2]","| **Nhóm môn học định hướng Hệ thống nhúng và IoT**        |           |                                                                                                                                         |             |             |     |     |                  |",""
"Q004","Nếu em muốn theo hướng Hệ thống nhúng/IoT thì yêu cầu học những môn gì và kế hoạch ra sao?","1","[3]","Chuẩn đầu ra (Learning Outcomes – LO) của CTĐT bao gồm những chuẩn đầu ra chung dưới đây, được tham chiếu với chuẩn đầu ra của ABET 2021-2022 và Bộ năng lực SV tốt nghiệp ĐHQG ban hành theo quyết định 1658/QĐ-ĐHQG năm 2020 (GAC).
Sinh viên tốt nghiệp chương trình đào tạo Cử nhân tiên tiến ngành Hệ thống thông tin đáp ứng các yêu cầu về chuẩn đầu ra (CĐR) sau:",""
"Q004","Nếu em muốn theo hướng Hệ thống nhúng/IoT thì yêu cầu học những môn gì và kế hoạch ra sao?","1","[4]","Chương trình Cử nhân Công nghệ Thông tin đào tạo những cử nhân ngành Công nghệ thông tin nắm vững các kiến thức cơ bản và chuyên môn sâu về công nghệ thông tin (CNTT); đáp ứng các yêu cầu về nghiên cứu phát triển và ứng dụng công nghệ thông tin của xã hội; có năng lực tham mưu, tư vấn và có khả năng tổ chức thực hiện nhiệm vụ với tư cách của một chuyên viên trong lĩnh vực CNTT. CTĐT định hướng đến việc giúp người học thay đổi mục tiêu nghề nghiệp, có khả năng vận dụng các kiến thức CNTT ứng dụng",""
"Q004","Nếu em muốn theo hướng Hệ thống nhúng/IoT thì yêu cầu học những môn gì và kế hoạch ra sao?","1","[5]","Chương trình Cử nhân Công nghệ Thông tin đào tạo những cử nhân ngành Công nghệ thông tin nắm vững các kiến thức cơ bản và chuyên môn sâu về công nghệ thông tin (CNTT); đáp ứng các yêu cầu về nghiên cứu phát triển và ứng dụng công nghệ thông tin của xã hội; có năng lực tham mưu, tư vấn và có khả năng tổ chức thực hiện nhiệm vụ với tư cách của một chuyên viên trong lĩnh vực CNTT. CTĐT định hướng đến việc giúp người học thay đổi mục tiêu nghề nghiệp, có khả năng vận dụng các kiến thức CNTT ứng dụng",""
"Q005","Ngành này có những định hướng chuyên ngành tự chọn nào?","1","[1]","Chương trình Cử nhân Công nghệ Thông tin đào tạo những cử nhân ngành Công nghệ thông tin nắm vững các kiến thức cơ bản và chuyên môn sâu về công nghệ thông tin (CNTT); đáp ứng các yêu cầu về nghiên cứu phát triển và ứng dụng công nghệ thông tin của xã hội; có năng lực tham mưu, tư vấn và có khả năng tổ chức thực hiện nhiệm vụ với tư cách của một chuyên viên trong lĩnh vực CNTT. CTĐT định hướng đến việc giúp người học hoàn thiện các kiến thức, kỹ năng đạt trình độ cử nhân từ cấp độ cao đẳng. Bên","Dựa trên ngữ cảnh được cung cấp, sinh viên Cử nhân Công nghệ Thông tin có thể lựa chọn các môn học chuyên ngành tự do để tích lũy tối đa 4 tín chỉ, trong đó có thể chọn các môn học thuộc danh mục 4.4.2.3. Sinh viên có thể chọn các môn học thuộc cả 01 hoặc 02 hướng, không nhất thiết cố định 01 hướng.

**Bảng tóm tắt:**

| Phương án chọn môn học | Số lượng tín chỉ tối đa |
|---|---|
| Môn học chuyên ngành tự do (4.4.2.3) | 4 tín chỉ |
| Lựa chọn 01 hướng | Không nhất thiết cố định |
| Lựa chọn 02 hướng | Không nhất thiết cố định |"
"Q005","Ngành này có những định hướng chuyên ngành tự chọn nào?","1","[2]","Chương trình Cử nhân Công nghệ Thông tin đào tạo những cử nhân ngành Công nghệ thông tin nắm vững các kiến thức cơ bản và chuyên môn sâu về công nghệ thông tin (CNTT); đáp ứng các yêu cầu về nghiên cứu phát triển và ứng dụng công nghệ thông tin của xã hội; có năng lực tham mưu, tư vấn và có khả năng tổ chức thực hiện nhiệm vụ với tư cách của một chuyên viên trong lĩnh vực CNTT. CTĐT định hướng đến việc giúp người học thay đổi mục tiêu nghề nghiệp, có khả năng vận dụng các kiến thức CNTT ứng dụng",""
"Q005","Ngành này có những định hướng chuyên ngành tự chọn nào?","1","[3]","Chương trình Cử nhân Công nghệ Thông tin đào tạo những cử nhân ngành Công nghệ thông tin nắm vững các kiến thức cơ bản và chuyên môn sâu về công nghệ thông tin (CNTT); đáp ứng các yêu cầu về nghiên cứu phát triển và ứng dụng công nghệ thông tin của xã hội; có năng lực tham mưu, tư vấn và có khả năng tổ chức thực hiện nhiệm vụ với tư cách của một chuyên viên trong lĩnh vực CNTT. CTĐT định hướng đến việc giúp người học thay đổi mục tiêu nghề nghiệp, có khả năng vận dụng các kiến thức CNTT ứng dụng",""
"Q005","Ngành này có những định hướng chuyên ngành tự chọn nào?","1","[4]","Chương trình Cử nhân Công nghệ Thông tin đào tạo những cử nhân ngành Công nghệ thông tin có phẩm chất chính trị tốt, có đạo đức nghề nghiệp, có ý thức trách nhiệm tổ chức, và có sức khỏe tốt; nắm vững các kiến thức cơ bản và chuyên môn sâu về công nghệ thông tin (CNTT); đáp ứng các yêu cầu về nghiên cứu phát triển và ứng dụng công nghệ thông tin của xã hội; có năng lực tham mưu, tư vấn và có khả năng tổ chức thực hiện nhiệm vụ với tư cách của một chuyên viên trong lĩnh vực CNTT. Bên cạnh đó,",""
"Q005","Ngành này có những định hướng chuyên ngành tự chọn nào?","1","[5]","**Bắt buộc** đối với sinh viên ngành Công nghệ thông tin (**Tối thiểu 12 tín chỉ**).
Sinh viên được chọn môn học chuyên ngành tự do sao cho **tổng số tín chỉ** **³\*\***1\***\*2.**Trong đó, sinh viên có thể chọn học các môn học thuộc danh mục 4.4.2.3 để **tích lũy không quá 4** **tín chỉ\*\***.\*\*Bao gồm 02 hướng có vai trò như nhau, trong đó có một số môn thuộc 01 hướng sẽ được gom cụm. (Sinh viên có thể chọn các môn học thuộc cả 02 hướng, không nhất thiết cố định 01 hướng).",""
"Q006","Môn 'Thực tập doanh nghiệp' (CE502) có bắt buộc không? Có thể đổi sang hình thức khác không?","1","[1]","\- Đối với môn học **Thực tập quốc tế**(Mã MH: INI01), sinh viên có thể tham gia các chương trình trao đổi sinh viên quốc tế, chương trình thực tập, dự án nghiên cứu ngắn hạn… do các trường đại học, đơn vị nghiên cứu, doanh nghiệp và chính phủ nước ngoài tổ chức tại các quốc gia khác. Sinh viên có thể sử dụng 02 tín chỉ tích lũy từ môn học INI01 để xét cho môn học tự chọn tự do hoặc môn học Thực tập doanh nghiệp (Mã MH: CE502) trong chương trình đào tạo.","**Câu trả lời:**

Dựa trên ngữ cảnh cung cấp:

*   **Môn Thực tập doanh nghiệp (CE502) có thể đổi sang hình thức khác:** Sinh viên nên ưu tiên chọn thực tập tại các đơn vị đối tác của Khoa KTMT và Trường ĐH CNTT (xem Phụ lục 2 tại [https://fce.uit.edu.vn/](https://fce.uit.edu.vn/)) nhưng vẫn được phép chọn các doanh nghiệp… Ngoài ra, môn này có thể thay thế bằng Đồ án tốt nghiệp tại doanh nghiệp hoặc nhóm môn học thay thế."
"Q006","Môn 'Thực tập doanh nghiệp' (CE502) có bắt buộc không? Có thể đổi sang hình thức khác không?","1","[2]","\- Đối với môn **Thực tập doanh nghiệp** (Mã MH: CE502), sinh viên nên ưu tiên chọn thực tập tại các đơn vị đối tác của Khoa KTMT và Trường ĐH CNTT trong **Phụ lục 2** .Danh sách các đơn vị đối tác sẽ được cập nhật tùy từng thời điểm tại website Khoa KTMT: [https://fce.uit.edu.vn/](https://fce.uit.edu.vn/). Tuy nhiên, sinh viên vẫn được phép chọn các doanh nghiệp, cơ sở đào tạo, viện nghiên cứu, phòng thí nghiệm… nằm ngoài danh sách này có hoạt động ngành nghề và nội dung tuyển dụng thực tập",""
"Q006","Môn 'Thực tập doanh nghiệp' (CE502) có bắt buộc không? Có thể đổi sang hình thức khác không?","1","[3]","**Bắt buộc** đối với sinh viên ngành Công nghệ thông tin (**Tối thiểu 12 tín chỉ**).
Sinh viên được chọn môn học chuyên ngành tự do sao cho **tổng số tín chỉ** **³\*\***1\***\*2.**Trong đó, sinh viên có thể chọn học các môn học thuộc danh mục 4.4.2.3 để **tích lũy không quá 4** **tín chỉ\*\***.\*\*Bao gồm 02 hướng có vai trò như nhau, trong đó có một số môn thuộc 01 hướng sẽ được gom cụm. (Sinh viên có thể chọn các môn học thuộc cả 02 hướng, không nhất thiết cố định 01 hướng).",""
"Q006","Môn 'Thực tập doanh nghiệp' (CE502) có bắt buộc không? Có thể đổi sang hình thức khác không?","1","[4]","\- Đối với các môn học **Tự chọn tự do,** sinh viên có thể chọn các môn học thuộc khối kiến thức giáo dục chuyên nghiệp trong các chương trình đào tạo đại học hoặc sau đại học của Trường ĐH CNTT hoặc của các trường đại học thành viên khác trong khối ĐHQG –HCM, hoặc của các trường đại học khác ngoài ĐHQG –HCM mà có ký kết hợp tác với Trường ĐH CNTT, hoặc các chương trình đào tạo kiến thức công nghệ từ doanh nghiệp có hợp tác đào tạo thực tập, kiến tập và hướng dẫn Khóa luận tốt nghiệp với Khoa",""
"Q006","Môn 'Thực tập doanh nghiệp' (CE502) có bắt buộc không? Có thể đổi sang hình thức khác không?","1","[5]","| **8**                        | CE505                          | Khóa luận tốt nghiệp (có thể thay thế bằng Đồ án tốt nghiệp tại doanh nghiệp hoặc nhóm môn học thay thế) |               | bắt buộc      | 10          | 0   | 10  |              |             |",""
"Q007","Nếu em muốn theo hướng Hệ thống nhúng/IoT hoặc hướng Robotics & AI thì nên chọn những môn tự chọn nào, và mỗi hướng yêu cầu kỹ năng, nền tảng khác nhau ra sao?","1","[1]","\- Các môn học **Chuyên đề tốt nghiệp định hướng hệ thống nhúng và IoT** (Mã MH: CE510) và **Chuyên đề tốt nghiệp định hướng Robotic và AI** (Mã MH: CE511) là các môn học bổ sung kiến thức và kỹ năng tốt nghiệp cần thiết cho sinh viên thực hiện Đồ án tốt nghiệp theo các định hướng. Sinh viên có thể tham gia các môn học khác thuộc nhóm tự chọn chuyên ngành (xem Bảng 8), các môn học thuộc khối kiến thức chuyên ngành của các CTĐT ngành KTMT ban hành trước năm 2024 hoặc các môn học mới (được ban","Dựa trên các tài liệu được cung cấp, đây là thông tin về các môn tự chọn cho hướng Hệ thống nhúng/IoT và hướng Robotics & AI, cùng với các nền tảng và kỹ năng khác nhau mà mỗi hướng yêu cầu:

**1. Hướng Hệ thống nhúng/IoT:**

*   **Các môn học được mở:** Môn học chuyên ngành được mở theo từng học kỳ có nội dung được cập nhật phù hợp với xu thế công nghệ và nhu cầu lao động.
*   **Yêu cầu kỹ năng/nền tảng:** Hướng này tập trung vào việc trang bị kiến thức và kỹ năng thiết kế, xây dựng và lập trình cho các hệ thống nhúng và IoT.
*   **Ví dụ môn học:** (Dựa trên các tài liệu, không có danh sách cụ thể các môn học tự chọn. Nhưng các môn như CE437, CE438, CE441, CE442 đều thuộc hướng này)

**2. Hướng Robotics & AI:**

*   **Các môn học được mở:** Tương tự như hướng Hệ thống nhúng/IoT, các môn học chuyên ngành được mở theo từng học kỳ, cập nhật xu hướng công nghệ.
*   **Yêu cầu kỹ năng/nền tảng:**  Hướng này tập trung vào việc trang bị kiến thức và kỹ năng liên quan đến thiết kế, lập trình và điều khiển robot, cũng như các ứng dụng của trí tuệ nhân tạo.
*   **Ví dụ môn học:** (Dựa trên các tài liệu, không có danh sách cụ thể các môn học tự chọn. Nhưng các môn như CE441, CE442 đều thuộc hướng này)

**Lưu ý chung:**

*   Sinh viên có thể lựa chọn các môn học thuộc cả 02 hướng mà không nhất thiết phải cố định một hướng.
*   Sinh viên phải chọn tối thiểu 8 tín chỉ học bằng tiếng Nhật trong các môn chuyên ngành.

**Bảng tóm tắt:**

| Đặc điểm        | Hệ thống nhúng/IoT | Robotics & AI    |
| ---------------- | ------------------- | ----------------- |
| **Nền tảng**     | Thiết kế, lập trình hệ thống nhúng | Thiết kế, lập trình robot, AI |
| **Mục tiêu**       | Xây dựng, điều khiển hệ thống nhúng | Thiết kế, điều khiển robot, ứng dụng AI |
| **Ví dụ môn học** | CE437, CE438, CE441, CE442 | CE441, CE442     |

**Xin lưu ý:** Đây là thông tin được trích xuất từ các tài liệu được cung cấp. Để có thông tin đầy đủ và chính xác nhất, bạn nên tham khảo thêm các nguồn tài liệu chính thức khác của trường."
"Q007","Nếu em muốn theo hướng Hệ thống nhúng/IoT hoặc hướng Robotics & AI thì nên chọn những môn tự chọn nào, và mỗi hướng yêu cầu kỹ năng, nền tảng khác nhau ra sao?","1","[2]","| **Nhóm môn học định hướng Hệ thống nhúng và IoT**        |           |                                                                                                                                         |             |             |     |     |                  |",""
"Q007","Nếu em muốn theo hướng Hệ thống nhúng/IoT hoặc hướng Robotics & AI thì nên chọn những môn tự chọn nào, và mỗi hướng yêu cầu kỹ năng, nền tảng khác nhau ra sao?","1","[3]","\- Các môn học **Chuyên đề thiết kế hệ thống nhúng 1** (Mã MH: CE437), **Chuyên đề thiết kế hệ thống nhúng 2** (Mã MH: CE438), **Chuyên đề thiết kế Robotics và AI 1** (Mã MH: CE441), **Chuyên đề thiết kế Robotics và AI 2** (Mã MH: CE442) là các môn học được mở theo từng học kỳ, có nội dung được cập nhật phù hợp với xu thế phát triển công, nhu cầu lao động của xã hội hoặc trang bị thêm kiến thức cần thiết cho sinh viên theo từng định hướng. Sinh viên có thể tham gia các môn học thuộc nhóm tự",""
"Q007","Nếu em muốn theo hướng Hệ thống nhúng/IoT hoặc hướng Robotics & AI thì nên chọn những môn tự chọn nào, và mỗi hướng yêu cầu kỹ năng, nền tảng khác nhau ra sao?","1","[4]","Các môn học chuyên ngành bao gồm 02 hướng có vai trò như nhau, trong đó có một số môn thuộc 01 hướng sẽ được gom cụm. (Sinh viên có thể chọn các môn học thuộc cả 02 hướng, không nhất thiết cố định 01 hướng).
**Lưu ý** **:**
\- **S\*\***inh viên\***\*phải chọn tối thiểu 8\*\***tín chỉ\*\* **học bằng tiếng Nhật** trong các môn chuyên ngành.
\- **Ký hiệu \*\* trong nhóm các môn học chuyên ngành và tự chọn:** Có khả năng giảng dạy bằng tiếng Nhật.",""
"Q007","Nếu em muốn theo hướng Hệ thống nhúng/IoT hoặc hướng Robotics & AI thì nên chọn những môn tự chọn nào, và mỗi hướng yêu cầu kỹ năng, nền tảng khác nhau ra sao?","1","[5]","**Bắt buộc** đối với sinh viên ngành Công nghệ thông tin (**Tối thiểu 12 tín chỉ**).
Sinh viên được chọn môn học chuyên ngành tự do sao cho **tổng số tín chỉ** **³\*\***1\***\*2.**Trong đó, sinh viên có thể chọn học các môn học thuộc danh mục 4.4.2.3 để **tích lũy không quá 4** **tín chỉ\*\***.\*\*Bao gồm 02 hướng có vai trò như nhau, trong đó có một số môn thuộc 01 hướng sẽ được gom cụm. (Sinh viên có thể chọn các môn học thuộc cả 02 hướng, không nhất thiết cố định 01 hướng).",""
"Q008","Chương trình có những phương thức tốt nghiệp nào? Thời lượng/ tín chỉ và điều kiện tham gia mỗi phương thức ra sao?","1","[1]","Chương trình Cử nhân Công nghệ Thông tin đào tạo những cử nhân ngành Công nghệ thông tin có phẩm chất chính trị tốt, có đạo đức nghề nghiệp, có ý thức trách nhiệm tổ chức, và có sức khỏe tốt; nắm vững các kiến thức cơ bản và chuyên môn sâu về công nghệ thông tin (CNTT); đáp ứng các yêu cầu về nghiên cứu phát triển và ứng dụng công nghệ thông tin của xã hội; có năng lực tham mưu, tư vấn và có khả năng tổ chức thực hiện nhiệm vụ với tư cách của một chuyên viên trong lĩnh vực CNTT. Bên cạnh đó,","Thông tin này không có trong ngữ cảnh được cung cấp."
"Q008","Chương trình có những phương thức tốt nghiệp nào? Thời lượng/ tín chỉ và điều kiện tham gia mỗi phương thức ra sao?","1","[2]","Sinh viên tốt nghiệp Chương trình đào tạo Cử nhân chính quy ngành Công nghệ Thông tin Việt – Nhật có khả năng làm việc ở những phạm vi và lĩnh vực khác nhau như:",""
"Q008","Chương trình có những phương thức tốt nghiệp nào? Thời lượng/ tín chỉ và điều kiện tham gia mỗi phương thức ra sao?","1","[3]","\- Chương trình đào tạo ngành Trí tuệ nhân tạo được xây dựng dựa trên tầm nhìn, sứ mạng và triết lý giáo dục của Trường Đại học Công nghệ thông tin – Đại học Quốc gia TP.HCM, phù hợp với nhu cầu của xã hội và có sự tham khảo các chương trình đào tạo tiên tiến trong và ngoài nước.
\- Chương trình đào tạo ngành Trí tuệ nhân tạo được xây dựng theo học chế tín chỉ, cung cấp kiến thức, phát triển kĩ năng, phương pháp tư duy và phong cách làm việc hiện đại, hiệu quả.",""
"Q008","Chương trình có những phương thức tốt nghiệp nào? Thời lượng/ tín chỉ và điều kiện tham gia mỗi phương thức ra sao?","1","[4]","Chương trình Cử nhân Công nghệ Thông tin đào tạo những cử nhân ngành Công nghệ thông tin nắm vững các kiến thức cơ bản và chuyên môn sâu về công nghệ thông tin (CNTT); đáp ứng các yêu cầu về nghiên cứu phát triển và ứng dụng công nghệ thông tin của xã hội; có năng lực tham mưu, tư vấn và có khả năng tổ chức thực hiện nhiệm vụ với tư cách của một chuyên viên trong lĩnh vực CNTT. CTĐT định hướng đến việc giúp người học hoàn thiện các kiến thức, kỹ năng đạt trình độ cử nhân từ cấp độ cao đẳng. Bên",""
